index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-21:56:22,100,100,100,-65,-93,100,-96,-94,100,-88,-75,-76,100,100,-95,-90,100,-88,-81,-89,-82,100,-83,-81,100,100
1,2022-07-19-21:56:27,100,100,100,-68,-86,100,-91,-88,100,-74,-76,-79,100,100,100,-86,100,-89,-88,-80,-82,100,-81,-57,100,100
2,2022-07-19-21:56:32,100,100,100,-84,100,100,100,100,100,-71,-78,-83,100,100,-91,-87,100,100,-94,-83,-82,100,-81,-56,100,100
3,2022-07-19-21:56:37,100,100,100,-61,-86,100,-88,100,100,-75,-73,-75,100,100,100,100,100,-94,-82,-80,-80,100,-83,-60,100,100
4,2022-07-19-21:56:42,100,100,100,-67,100,100,100,-94,100,-76,-79,-84,100,100,-92,-89,100,-91,-90,-88,-80,100,-92,-59,100,100
5,2022-07-19-21:56:47,100,100,100,-61,-85,100,-93,100,100,-76,-74,-76,100,100,100,-94,100,-91,-81,-80,-85,100,100,-67,100,100
6,2022-07-19-21:56:52,100,100,100,-60,-84,100,-91,-94,100,-84,-72,-76,100,100,100,100,100,-90,-81,-78,-80,100,-83,100,100,100
7,2022-07-19-21:56:57,100,100,100,-68,-88,100,-94,100,100,-80,-77,-84,100,100,100,-87,100,-90,100,-88,-86,100,-90,-58,100,100
8,2022-07-19-21:57:02,100,100,100,-61,-84,100,-93,100,100,-72,-73,-84,100,100,100,-95,100,-91,-82,-80,-81,100,-83,-56,100,100
9,2022-07-19-21:57:07,100,100,100,-67,-87,100,-94,100,100,-76,-76,-84,100,100,-92,-89,100,-95,-97,-82,-85,100,-87,-57,100,100
10,2022-07-19-21:57:12,100,100,100,-67,-92,100,100,100,100,-76,-81,-84,100,100,100,-88,100,-94,100,-88,-86,100,-88,-58,100,100
11,2022-07-19-21:57:17,100,100,100,-68,100,100,-90,100,100,-72,-78,-82,100,100,100,-88,100,100,-94,-82,-80,100,-83,-56,100,100
12,2022-07-19-21:57:22,100,100,100,-67,100,100,-95,100,100,-76,-77,-84,100,100,100,-86,100,-92,100,-89,-84,100,-90,-58,100,100
13,2022-07-19-21:57:27,100,100,100,-68,-87,100,100,-96,100,-72,-78,-74,100,100,100,-91,100,100,-82,-82,-82,100,-83,-57,100,100
14,2022-07-19-21:57:32,100,100,100,-68,100,100,-94,100,100,-72,-78,-83,100,100,100,-87,100,-90,-90,-82,-80,100,-83,-56,100,100
15,2022-07-19-21:57:37,100,100,100,-61,-85,100,-91,-94,100,-75,-73,-75,100,100,100,100,100,100,-82,-80,-81,100,-83,-57,100,100
16,2022-07-19-21:57:42,100,100,100,-68,-85,100,-93,-96,100,-71,-78,-83,100,100,-93,-87,100,100,-90,-82,-81,100,-82,-56,100,100
17,2022-07-19-21:57:47,100,100,100,-61,-89,100,-99,100,100,-75,-77,-84,100,100,-92,-87,100,-90,-90,-89,-85,100,-89,-58,100,100
18,2022-07-19-21:57:52,100,100,100,-61,-85,100,-91,100,100,-75,-73,-74,100,100,100,-93,100,100,-82,-80,-81,100,-83,-57,100,100
19,2022-07-19-21:57:57,100,100,100,-67,-89,100,100,100,100,-76,-76,-84,100,100,100,-87,100,-91,100,-89,-85,100,-89,-58,100,100
20,2022-07-19-21:58:02,100,100,100,-61,-85,100,-92,-95,100,-75,-73,-74,100,100,100,-87,100,-92,-82,-80,-81,100,-82,-57,100,100
21,2022-07-19-21:58:07,100,100,100,-67,-97,100,-91,-93,100,-72,-78,-83,100,100,-92,-87,100,-91,-91,-82,-80,100,-83,-56,100,100
22,2022-07-19-21:58:12,100,100,100,-68,-89,100,100,100,100,-76,-76,-84,100,100,100,-87,100,-92,100,-88,-84,100,-88,-58,100,100
23,2022-07-19-21:58:17,100,100,100,-68,100,100,100,100,100,-71,-78,-83,100,100,-93,-88,100,100,-91,-82,-80,100,-82,-56,100,100
24,2022-07-19-21:58:22,100,100,100,-67,-89,100,-92,100,100,-76,-76,-84,100,100,-92,-87,100,-91,100,-89,-85,100,-88,-58,100,100
25,2022-07-19-21:58:27,100,100,100,-61,-85,100,-91,-96,100,-75,-73,-74,100,100,100,-93,100,100,-82,-79,-81,100,-83,-57,100,100
26,2022-07-19-21:58:32,100,100,100,-65,-85,100,-93,-94,100,-72,-78,-83,100,100,-93,-87,100,-91,-91,-82,-80,100,-82,-56,100,100
