index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-19-16:41:32,100,-86,-61,-95,-90,100,-70,-80,-74,-90,-98,-87,100,100,-84,-96,100,-77,-59,-93,-96,100,-96,-95,-96,100
1,2022-07-19-16:41:37,100,-97,-57,-83,-82,100,-74,-87,-74,-85,-92,100,100,100,-85,-94,100,-72,-54,100,100,100,-89,100,-87,100
2,2022-07-19-16:41:42,100,-85,-78,-83,-84,100,-72,-76,-87,-92,-94,-84,100,100,-79,-87,100,-72,-68,100,100,100,-94,-88,-96,100
3,2022-07-19-16:41:47,100,-91,-57,-82,-82,100,-73,-85,-76,-84,-92,-89,100,100,-90,-89,100,-71,-55,100,-96,100,-89,100,-88,100
4,2022-07-19-16:41:52,100,-95,-57,-82,-81,100,-74,-84,100,-84,-92,100,100,100,-90,-95,100,-72,-55,100,100,100,-88,100,-88,100
5,2022-07-19-16:41:57,100,-97,-79,-98,-84,100,-75,-76,-85,-92,-97,-85,100,100,-80,-87,100,-73,-68,-94,-97,100,-94,100,-94,100
6,2022-07-19-16:42:02,100,100,-57,-84,-82,100,-72,-72,-80,-85,-93,-88,100,100,-83,-86,100,-72,-53,100,100,100,-89,-91,-91,100
7,2022-07-19-16:42:07,100,-94,-80,-97,-84,100,-72,-76,-86,-92,-94,-84,100,100,-79,-88,100,-73,-68,-93,100,100,100,-91,-95,100
8,2022-07-19-16:42:12,100,-95,-80,100,-84,100,-75,-76,-85,-92,-96,-84,100,100,-79,-88,100,-73,-66,100,-93,100,-94,100,-94,100
9,2022-07-19-16:42:17,100,-85,-62,-84,-82,100,-72,-72,-80,-95,-95,-90,100,100,-82,-90,100,-71,-53,100,100,100,100,-89,100,100
10,2022-07-19-16:42:22,100,-95,-80,-85,-84,100,-75,-76,-85,-91,-94,-84,100,100,-79,-87,100,-73,-68,100,-94,100,100,100,-94,100
11,2022-07-19-16:42:27,100,100,-57,-84,-82,100,-72,-85,-79,-84,-92,-91,100,100,-88,-95,100,-72,-55,100,100,100,-88,-89,-88,100
12,2022-07-19-16:42:32,100,-85,-62,-84,-82,100,-72,-72,-80,100,100,-89,100,100,-83,-91,100,-71,-53,100,-96,100,100,-89,-92,100
13,2022-07-19-16:42:37,100,100,-57,-82,-82,100,-75,-85,-75,-84,-92,-90,100,100,-86,-96,100,-72,-55,100,100,100,-90,-91,-88,100
14,2022-07-19-16:42:42,100,-85,-62,-84,-82,100,-72,-73,-79,-96,-96,-90,100,100,-82,-97,100,-71,-53,-95,-95,100,-89,-88,-92,100
15,2022-07-19-16:42:47,100,-96,-79,-100,-82,100,-74,-76,-75,-92,-94,-84,100,100,-80,-87,100,-73,-68,100,-94,100,-94,100,-94,100
16,2022-07-19-16:42:52,100,100,-57,-82,-82,100,-74,-85,-75,-84,-92,-90,100,100,-87,-96,100,-72,-55,100,100,100,-88,-91,-89,100
17,2022-07-19-16:42:57,100,-94,-79,100,-84,100,-75,-76,-84,-92,-95,-85,100,100,-79,-87,100,-73,-68,100,-94,100,100,100,-94,100
18,2022-07-19-16:43:02,100,-93,-57,-82,-82,100,-74,-85,-75,-84,-91,-90,100,100,-88,-87,100,-72,-55,100,-95,100,-88,100,-87,100
19,2022-07-19-16:43:07,100,-85,-62,-84,-82,100,-72,-72,-80,-96,-95,-90,100,100,-82,100,100,-71,-53,100,-96,100,100,-88,100,100
20,2022-07-19-16:43:12,100,-94,-80,100,-83,100,-75,-76,-86,-92,-95,-84,100,100,-79,-87,100,-73,-68,-92,-96,100,-93,100,-94,100
21,2022-07-19-16:43:17,100,-85,-62,-84,-82,100,100,-73,100,100,-96,-89,100,100,-83,100,100,-71,-53,100,100,100,100,-89,100,100
22,2022-07-19-16:43:22,100,-85,-79,-100,-84,100,-75,-76,-86,-92,-94,-84,100,100,-78,-87,100,-73,-68,100,-94,100,100,-89,-94,100
23,2022-07-19-16:43:27,100,-94,-57,-82,-82,100,-74,-85,-75,-84,-91,-89,100,100,-88,-87,100,-72,-55,100,-94,100,-88,-90,-87,100
24,2022-07-19-16:43:32,100,-84,-62,-84,-82,100,-72,-72,-80,-92,-98,-89,100,100,-83,-91,100,-71,-53,100,100,100,100,-88,-88,100
25,2022-07-19-16:43:37,100,100,-57,-82,-82,100,-74,100,-75,-84,100,-89,100,100,-88,100,100,-72,-55,100,100,100,-88,100,100,100
26,2022-07-19-16:43:42,100,-84,-62,-84,-82,100,-72,-73,-80,-84,-92,-90,100,100,-82,-92,100,-71,-53,100,100,100,100,-88,-91,100
