index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-20:55:27,100,-86,-72,100,-84,100,-87,-90,-55,100,100,100,-99,-82,100,-93,-68,-97,100,100,100,100,100,-90,-99
1,2022-07-22-20:55:32,100,-70,-74,100,-75,100,-87,100,-62,100,100,100,100,-72,100,100,-66,-80,100,100,100,100,100,-90,100
2,2022-07-22-20:55:37,100,-72,-86,100,-72,100,-88,-99,-65,100,100,100,100,-87,100,100,-66,-81,100,100,100,100,100,-87,100
3,2022-07-22-20:55:42,100,-63,-72,100,-71,100,-86,-92,-66,100,100,100,100,-72,100,100,-71,-86,100,100,100,100,100,-88,100
4,2022-07-22-20:55:47,100,-67,-74,100,-75,100,-90,-94,-60,100,100,100,100,-84,100,100,-71,-80,100,100,100,100,100,-96,-97
5,2022-07-22-20:55:52,100,-69,-80,100,-70,100,-88,-93,-65,100,100,100,100,-85,100,100,-67,-84,100,100,100,100,100,-85,100
6,2022-07-22-20:55:57,100,-62,-81,100,-82,100,-88,-90,-63,100,100,100,100,-87,100,100,-70,-80,100,100,100,100,100,-88,100
7,2022-07-22-20:56:02,100,-61,-82,100,-80,100,-88,100,-61,100,100,100,100,-86,100,100,-76,-82,100,100,100,100,100,-88,100
8,2022-07-22-20:56:07,100,-74,-81,100,-79,100,-81,-89,-76,100,-94,100,100,-78,100,100,-73,-81,100,100,100,100,100,-93,-96
9,2022-07-22-20:56:12,100,-62,-85,100,-80,100,-90,-88,-64,100,100,100,100,-93,100,100,-71,-79,100,100,100,100,100,100,100
10,2022-07-22-20:56:17,100,-63,-82,100,-72,100,-91,-89,-63,100,-98,100,100,-81,100,100,-67,-85,100,100,100,100,100,100,-97
11,2022-07-22-20:56:22,100,-77,-74,100,-74,100,-87,-93,-64,100,-92,100,100,-81,100,100,-75,-80,100,100,100,100,100,-86,100
12,2022-07-22-20:56:27,100,-63,-81,100,-81,100,-91,100,-62,100,100,100,100,-73,100,100,-78,-80,100,100,100,100,100,-85,100
13,2022-07-22-20:56:32,100,-69,-82,100,-72,100,-90,-88,-63,100,100,100,100,-94,100,100,-70,-87,100,100,100,100,100,-87,100
14,2022-07-22-20:56:37,100,-69,-79,100,-82,100,-91,100,-60,100,-92,100,100,-71,100,100,-86,-80,100,100,100,100,100,-89,100
15,2022-07-22-20:56:42,100,-70,-82,100,-72,100,-87,100,-65,100,100,100,100,-73,100,100,-68,-83,100,100,100,100,100,-91,100
16,2022-07-22-20:56:47,100,-67,-81,100,-83,100,-94,-86,-62,100,-93,100,100,-93,100,100,-68,-82,100,100,100,100,100,100,100
17,2022-07-22-20:56:52,100,-70,-75,100,-71,100,-87,-88,-63,100,100,100,100,-72,100,100,-76,-84,100,100,100,100,100,-89,-96
18,2022-07-22-20:56:57,100,-69,-81,100,-71,100,-87,100,-64,100,-91,100,100,-80,100,100,-81,-80,100,100,100,100,100,-90,100
19,2022-07-22-20:57:02,100,-70,-83,100,-70,100,-87,-88,-62,100,100,100,100,100,100,100,-87,-82,100,100,100,100,100,-92,100
20,2022-07-22-20:57:07,100,-62,-74,100,-72,100,-86,-89,-64,100,100,100,100,-80,100,100,-68,-80,100,100,100,100,100,-90,100
21,2022-07-22-20:57:12,100,-62,-82,100,-70,100,-92,100,-64,100,100,100,100,-79,100,100,-76,-82,100,100,100,100,100,-87,-95
22,2022-07-22-20:57:17,100,-62,-74,100,-83,100,-87,-89,-61,100,100,100,100,-78,100,100,-74,-80,100,100,100,100,100,-86,-96
23,2022-07-22-20:57:22,100,-69,-75,100,-72,100,-93,-87,-64,100,100,100,100,-78,100,100,-67,-82,100,100,100,100,100,100,100
24,2022-07-22-20:57:27,100,-69,-75,100,-83,100,-93,-96,-64,100,-91,100,100,-78,100,100,-75,-84,100,100,100,100,100,-88,-96
25,2022-07-22-20:57:32,100,-70,-83,100,-72,100,-87,-98,-64,100,100,100,100,-78,100,100,-75,-80,100,100,100,100,100,100,100
26,2022-07-22-20:57:37,100,-69,-83,100,-83,100,-88,-88,-63,100,100,100,100,-78,100,100,-86,-82,100,100,100,100,100,-89,100
27,2022-07-22-20:57:42,100,-62,-82,100,-70,100,-93,-87,-63,100,100,100,100,-71,100,100,-75,-81,100,100,100,100,100,-86,-96
28,2022-07-22-20:57:47,100,-70,-82,100,-82,100,-93,100,-64,100,100,100,100,-78,100,100,-67,-81,100,100,100,100,100,-89,100
29,2022-07-22-20:57:52,100,-69,-82,100,-83,100,-88,100,-61,100,100,100,100,-71,100,100,-75,-80,100,100,100,100,100,-86,100
30,2022-07-22-20:57:57,100,-62,-74,100,-82,100,-87,-87,-64,100,-91,100,100,-79,100,100,-76,-83,100,100,100,100,100,-89,-96
31,2022-07-22-20:58:02,100,-70,-82,100,-70,100,-87,-88,-63,100,100,100,100,-78,100,100,-76,-85,100,100,100,100,100,-86,100
32,2022-07-22-20:58:07,100,-70,-83,100,-72,100,100,100,-63,100,100,100,100,-71,100,100,-87,-84,100,100,100,100,100,-86,-96
33,2022-07-22-20:58:12,100,-62,-83,100,-70,100,-88,-87,-61,100,100,100,100,-71,100,100,-67,-84,100,100,100,100,100,-89,-95
34,2022-07-22-20:58:17,100,-62,-83,100,-70,100,-88,-87,-63,100,100,100,100,-71,100,100,-75,-81,100,100,100,100,100,-86,100
35,2022-07-22-20:58:22,100,-69,-74,100,-70,100,-88,-88,-64,100,-91,100,100,-98,100,100,-87,-81,100,100,100,100,100,-88,100
36,2022-07-22-20:58:27,100,-69,-83,100,-83,100,-88,-96,-61,100,-91,100,100,-71,100,100,-75,-81,100,100,100,100,100,100,100
37,2022-07-22-20:58:32,100,-70,-82,100,-70,100,-93,-88,-64,100,-91,100,100,-78,100,100,-67,-81,100,100,100,100,100,-89,-95
38,2022-07-22-20:58:37,100,-70,-83,100,-72,100,-93,-88,-63,100,100,100,100,-78,100,100,-67,-84,100,100,100,100,100,-86,-96
39,2022-07-22-20:58:42,100,-70,-82,100,-72,100,-87,-88,-63,100,100,100,100,-78,100,100,-67,-81,100,100,100,100,100,-88,-96
40,2022-07-22-20:58:47,100,-70,-74,100,-72,100,-87,-88,-64,100,100,100,100,-71,100,100,-86,-82,100,100,100,100,100,100,100
41,2022-07-22-20:58:52,100,-62,-83,100,-83,100,-87,-88,-64,100,100,100,100,-78,100,100,-67,-82,100,100,100,100,100,-86,100
42,2022-07-22-20:58:57,100,-62,-74,100,-72,100,-92,-88,-61,100,100,100,100,-71,100,100,-74,-85,100,100,100,100,100,-89,-96
43,2022-07-22-20:59:02,100,-69,-84,100,-83,100,-87,-88,-64,100,-91,100,100,-78,100,100,-76,-85,100,100,100,100,100,-86,100
44,2022-07-22-20:59:07,100,-70,-84,100,-70,100,-87,100,-61,100,100,100,100,-78,100,100,-75,-80,100,100,100,100,100,-86,100
45,2022-07-22-20:59:12,100,-70,-83,100,-72,100,-87,-96,-61,100,100,100,100,-78,100,100,-75,-80,100,100,100,100,100,-86,100
46,2022-07-22-20:59:17,100,-62,-83,100,-70,100,-86,-88,-64,-98,-91,100,100,-71,100,100,-75,-81,100,100,100,100,100,-89,-96
47,2022-07-22-20:59:22,100,-62,-83,100,-70,100,-86,-96,-64,100,100,100,100,-71,100,100,-75,-85,100,100,100,100,100,-88,-96
48,2022-07-22-20:59:27,100,-62,-83,100,-72,100,-86,-88,-61,100,-91,100,100,-78,100,100,-67,-80,100,100,100,100,100,-88,100
49,2022-07-22-20:59:32,100,-69,-83,100,-70,100,-87,-96,-61,100,100,100,100,-71,100,100,-87,-85,100,100,100,100,100,-86,100
50,2022-07-22-20:59:37,100,-70,-83,100,-72,100,-86,-88,-61,100,-91,100,100,-71,100,100,-67,-84,100,100,100,100,100,-99,100
51,2022-07-22-20:59:42,100,-62,-83,100,-70,100,-88,100,-61,100,100,100,100,-78,100,100,-88,-81,100,100,100,100,100,-89,-96
52,2022-07-22-20:59:47,100,-62,-84,100,-70,100,-87,-88,-62,100,-91,100,100,-71,100,100,-75,-81,100,100,100,100,100,-86,-96
53,2022-07-22-20:59:52,100,-70,-83,100,-74,100,-91,-93,-66,100,100,100,100,100,100,100,-75,-85,100,100,100,100,100,-99,100
54,2022-07-22-20:59:57,100,-62,-83,100,-71,100,-86,-88,-63,100,100,100,100,-71,100,100,-86,-85,100,100,100,100,100,-86,100
55,2022-07-22-21:00:02,100,-69,-82,100,-72,100,-86,-88,-61,100,100,100,100,-79,100,100,-76,-82,100,100,100,100,100,-89,100
56,2022-07-22-21:00:07,100,-62,-74,100,-70,100,-86,100,-61,100,-91,100,100,-79,100,100,-67,-82,100,100,100,100,100,100,-96
57,2022-07-22-21:00:12,100,-62,-74,100,-70,100,-95,-88,-61,100,100,100,100,-78,100,100,-86,-81,100,100,100,100,100,-89,100
58,2022-07-22-21:00:17,100,-69,-82,100,-83,100,-87,-88,-63,100,100,100,100,-71,100,100,-68,-83,100,100,100,100,100,-86,100
59,2022-07-22-21:00:22,100,-70,-84,100,-72,100,-87,-95,-62,100,-91,100,100,-71,100,100,-88,-83,100,100,100,100,100,-89,-96
