index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5
0,2022-07-22-14:58:54,100,-83,100,100,-87,100,-84,-80,-75,100,100,100,100,-94,100,100,-92,-67,100,100,100,100,100,-94,100
1,2022-07-22-14:58:59,100,-79,100,100,100,100,-87,-91,-76,100,100,100,100,-96,100,100,-96,-71,100,100,100,100,100,100,100
2,2022-07-22-14:59:04,100,-83,100,100,-83,100,-90,-82,-65,100,100,100,100,-87,100,100,-81,-69,100,100,100,100,100,100,100
3,2022-07-22-14:59:09,100,-80,100,100,-82,100,-91,-87,-64,100,100,100,100,-85,100,100,-80,-65,100,100,100,100,100,-95,100
4,2022-07-22-14:59:14,100,-80,100,100,-83,100,-86,-90,-73,100,100,100,100,-93,100,100,-88,-69,100,100,100,100,100,-95,100
5,2022-07-22-14:59:19,100,-86,100,100,-82,100,-89,-82,-65,100,100,100,100,-87,100,100,-80,-69,100,100,100,100,100,100,100
6,2022-07-22-14:59:24,100,100,100,100,100,100,-87,100,100,100,100,100,100,-94,100,100,100,100,100,100,100,100,100,100,100
7,2022-07-22-14:59:29,100,-84,100,100,100,100,-90,-81,-65,100,100,100,100,-86,100,100,-82,-68,100,100,100,100,100,100,100
8,2022-07-22-14:59:34,100,-80,100,100,-82,100,-90,-86,-64,100,100,100,100,-85,100,100,-77,-64,100,100,100,100,100,-96,100
9,2022-07-22-14:59:39,100,-80,100,100,-83,100,-87,-96,-75,100,100,100,100,-94,100,100,-87,-69,100,100,100,100,100,100,100
10,2022-07-22-14:59:44,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100
11,2022-07-22-14:59:49,100,-80,100,100,-83,100,-87,-86,-75,100,100,100,100,-94,100,100,-87,-64,100,100,100,100,100,100,100
12,2022-07-22-14:59:54,100,-83,100,100,-83,100,-91,-82,-65,100,100,100,100,-85,100,100,-82,-68,100,100,100,100,100,100,100
13,2022-07-22-14:59:59,100,-80,100,100,-83,100,-86,-86,-64,100,100,100,100,-85,100,100,-76,-64,100,100,100,100,100,100,100
14,2022-07-22-15:00:04,100,-80,100,100,-83,100,-85,-85,100,100,100,100,100,-85,100,100,-77,-64,100,100,100,100,100,100,100
15,2022-07-22-15:00:09,100,-83,100,100,-83,100,-89,-82,-65,100,100,100,100,-87,100,100,-77,-68,100,100,100,100,100,100,100
16,2022-07-22-15:00:14,100,-79,100,100,-82,100,-87,-87,-64,100,100,100,100,-96,100,100,-95,-70,100,100,100,100,100,-96,100
17,2022-07-22-15:00:19,100,-85,100,100,-84,100,-90,-82,-65,100,100,100,100,-92,100,100,-80,-68,100,100,100,100,100,100,100
18,2022-07-22-15:00:24,100,100,100,100,-82,100,-90,-82,-65,100,100,100,100,-86,100,100,-81,100,100,100,100,100,100,100,100
19,2022-07-22-15:00:29,100,-80,100,100,100,100,-88,-82,-75,100,100,100,100,-93,100,100,-82,-68,100,100,100,100,100,100,100
20,2022-07-22-15:00:34,100,-80,100,100,-83,100,-90,-86,-64,100,100,100,100,-85,100,100,-76,-64,100,100,100,100,100,100,100
21,2022-07-22-15:00:39,100,-80,100,100,-83,100,-87,-86,-75,100,100,100,100,-92,100,100,-87,-69,100,100,100,100,100,-98,100
22,2022-07-22-15:00:44,100,-80,100,100,100,100,-88,100,-76,100,100,100,100,100,100,100,100,-69,100,100,100,100,100,100,100
23,2022-07-22-15:00:49,100,-80,100,100,-83,100,-86,-86,-64,100,100,100,100,-85,100,100,-77,-64,100,100,100,100,100,-96,100
24,2022-07-22-15:00:54,100,-84,100,100,-84,100,-88,-86,-65,100,100,100,100,-86,100,100,-82,-69,100,100,100,100,100,100,100
25,2022-07-22-15:00:59,100,-80,100,100,-83,100,-91,-86,-64,100,100,100,100,-85,100,100,-77,-65,100,100,100,100,100,100,100
26,2022-07-22-15:01:04,100,-80,100,100,-83,100,-85,100,-64,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100
27,2022-07-22-15:01:09,100,100,100,100,-83,100,-91,-82,-65,100,-97,100,100,-85,100,100,-82,-68,100,100,100,100,100,100,100
28,2022-07-22-15:01:14,100,-81,100,100,-83,100,-86,-86,-64,100,100,100,100,-85,100,100,-88,-65,100,100,100,100,100,100,100
29,2022-07-22-15:01:19,100,-78,100,100,-82,100,-87,100,-65,100,100,100,100,-94,100,100,-83,-68,100,100,100,100,100,100,100
30,2022-07-22-15:01:24,100,-83,100,100,-82,100,-90,-82,-65,100,100,100,100,100,100,100,-81,-68,100,100,100,100,100,100,100
31,2022-07-22-15:01:29,100,-81,100,100,100,100,-90,100,-75,100,100,100,100,-95,100,100,-84,-70,100,100,100,100,100,100,100
32,2022-07-22-15:01:34,100,-86,100,100,-84,100,-88,-80,-65,100,100,100,100,-94,100,100,-81,-69,100,100,100,100,100,100,100
33,2022-07-22-15:01:39,100,-81,100,100,-85,100,-87,-87,-64,100,100,100,100,-93,100,100,-87,-65,100,100,100,100,100,100,100
34,2022-07-22-15:01:44,100,-80,100,100,100,100,-87,100,-76,100,100,100,100,-94,100,100,-87,-69,100,100,100,100,100,100,100
35,2022-07-22-15:01:49,100,-80,100,100,-83,100,-86,-86,-64,100,100,100,100,-84,100,100,-77,-65,100,100,100,100,100,-95,100
36,2022-07-22-15:01:54,100,-80,100,100,100,100,-88,-86,-75,100,100,100,100,-95,100,100,-87,-69,100,100,100,100,100,100,100
37,2022-07-22-15:01:59,100,-84,100,100,-83,100,-90,-82,-65,100,100,100,100,-86,100,100,-82,-68,100,100,100,100,100,100,100
38,2022-07-22-15:02:04,100,-80,100,100,-84,100,-86,-86,-64,100,100,100,100,-85,100,100,-76,-64,100,100,100,100,100,-97,100
39,2022-07-22-15:02:09,100,-83,100,100,-83,100,-91,-82,-65,100,100,100,100,-85,100,100,-82,-69,100,100,100,100,100,100,100
40,2022-07-22-15:02:14,100,-80,100,100,-83,100,-85,-86,-64,100,100,100,100,-85,100,100,-82,-64,100,100,100,100,100,-97,100
41,2022-07-22-15:02:19,100,-80,100,100,-83,100,-87,-86,-75,100,100,100,100,-93,100,100,-86,-69,100,100,100,100,100,100,100
42,2022-07-22-15:02:24,100,-84,100,100,-83,100,-91,-81,-65,100,100,100,100,-85,100,100,-82,-68,100,100,100,100,100,100,100
